Item_ID,Material_1,Mat1_Qty,Material_2,Mat2_Qty,Material_3,Mat3_Qty,Material_4,Mat4_Qty,Crafting_Fee,Focus_Cost
T5_OFF_SHIELD_AVALON,T5_PLANKS,4,T5_METALBAR,4,T5_ARTEFACT_TOKEN_FAVOR_4,1,,0,200,750
T6_OFF_SHIELD_AVALON,T6_PLANKS,4,T6_METALBAR,4,T6_ARTEFACT_TOKEN_FAVOR_4,1,,0,400,1313
T7_OFF_SHIELD_AVALON,T7_PLANKS,4,T7_METALBAR,4,T7_ARTEFACT_TOKEN_FAVOR_4,1,,0,800,2298
T8_OFF_SHIELD_AVALON,T8_PLANKS,4,T8_METALBAR,4,T8_ARTEFACT_TOKEN_FAVOR_4,1,,0,1600,4021
T4_OFF_SHIELD_CRYSTAL,T4_PLANKS,4,T4_METALBAR,4,T4_ARTEFACT_OFF_SHIELD_CRYSTAL,1,,0,100,429
T5_OFF_SHIELD_CRYSTAL,T5_PLANKS,4,T5_METALBAR,4,T5_ARTEFACT_OFF_SHIELD_CRYSTAL,1,,0,200,750
T6_OFF_SHIELD_CRYSTAL,T6_PLANKS,4,T6_METALBAR,4,T6_ARTEFACT_OFF_SHIELD_CRYSTAL,1,,0,400,1313
T7_OFF_SHIELD_CRYSTAL,T7_PLANKS,4,T7_METALBAR,4,T7_ARTEFACT_OFF_SHIELD_CRYSTAL,1,,0,800,2298
T8_OFF_SHIELD_CRYSTAL,T8_PLANKS,4,T8_METALBAR,4,T8_ARTEFACT_OFF_SHIELD_CRYSTAL,1,,0,1600,4021
T4_OFF_BOOK,T4_CLOTH,4,T4_LEATHER,4,,0,,0,100,429
T5_OFF_BOOK,T5_CLOTH,4,T5_LEATHER,4,,0,,0,200,750
T6_OFF_BOOK,T6_CLOTH,4,T6_LEATHER,4,,0,,0,400,1313
T7_OFF_BOOK,T7_CLOTH,4,T7_LEATHER,4,,0,,0,800,2298
T8_OFF_BOOK,T8_CLOTH,4,T8_LEATHER,4,,0,,0,1600,4021
T4_OFF_ORB_MORGANA,T4_CLOTH,4,T4_LEATHER,4,T4_ARTEFACT_TOKEN_FAVOR_1,1,,0,100,429
T5_OFF_ORB_MORGANA,T5_CLOTH,4,T5_LEATHER,4,T5_ARTEFACT_TOKEN_FAVOR_1,1,,0,200,750
T6_OFF_ORB_MORGANA,T6_CLOTH,4,T6_LEATHER,4,T6_ARTEFACT_TOKEN_FAVOR_1,1,,0,400,1313
T7_OFF_ORB_MORGANA,T7_CLOTH,4,T7_LEATHER,4,T7_ARTEFACT_TOKEN_FAVOR_1,1,,0,800,2298
T8_OFF_ORB_MORGANA,T8_CLOTH,4,T8_LEATHER,4,T8_ARTEFACT_TOKEN_FAVOR_1,1,,0,1600,4021
T4_OFF_DEMONSKULL_HELL,T4_CLOTH,4,T4_LEATHER,4,T4_ARTEFACT_TOKEN_FAVOR_2,1,,0,100,429
T5_OFF_DEMONSKULL_HELL,T5_CLOTH,4,T5_LEATHER,4,T5_ARTEFACT_TOKEN_FAVOR_2,1,,0,200,750
T6_OFF_DEMONSKULL_HELL,T6_CLOTH,4,T6_LEATHER,4,T6_ARTEFACT_TOKEN_FAVOR_2,1,,0,400,1313
T7_OFF_DEMONSKULL_HELL,T7_CLOTH,4,T7_LEATHER,4,T7_ARTEFACT_TOKEN_FAVOR_2,1,,0,800,2298
T8_OFF_DEMONSKULL_HELL,T8_CLOTH,4,T8_LEATHER,4,T8_ARTEFACT_TOKEN_FAVOR_2,1,,0,1600,4021
T4_OFF_TOTEM_KEEPER,T4_CLOTH,4,T4_LEATHER,4,T4_ARTEFACT_TOKEN_FAVOR_3,1,,0,100,429
T5_OFF_TOTEM_KEEPER,T5_CLOTH,4,T5_LEATHER,4,T5_ARTEFACT_TOKEN_FAVOR_3,1,,0,200,750
T6_OFF_TOTEM_KEEPER,T6_CLOTH,4,T6_LEATHER,4,T6_ARTEFACT_TOKEN_FAVOR_3,1,,0,400,1313
T7_OFF_TOTEM_KEEPER,T7_CLOTH,4,T7_LEATHER,4,T7_ARTEFACT_TOKEN_FAVOR_3,1,,0,800,2298
T8_OFF_TOTEM_KEEPER,T8_CLOTH,4,T8_LEATHER,4,T8_ARTEFACT_TOKEN_FAVOR_3,1,,0,1600,4021
T4_OFF_CENSER_AVALON,T4_CLOTH,4,T4_LEATHER,4,T4_ARTEFACT_TOKEN_FAVOR_4,1,,0,100,429
T5_OFF_CENSER_AVALON,T5_CLOTH,4,T5_LEATHER,4,T5_ARTEFACT_TOKEN_FAVOR_4,1,,0,200,750
T6_OFF_CENSER_AVALON,T6_CLOTH,4,T6_LEATHER,4,T6_ARTEFACT_TOKEN_FAVOR_4,1,,0,400,1313
T7_OFF_CENSER_AVALON,T7_CLOTH,4,T7_LEATHER,4,T7_ARTEFACT_TOKEN_FAVOR_4,1,,0,800,2298
T8_OFF_CENSER_AVALON,T8_CLOTH,4,T8_LEATHER,4,T8_ARTEFACT_TOKEN_FAVOR_4,1,,0,1600,4021
T4_OFF_TOME_CRYSTAL,T4_CLOTH,4,T4_LEATHER,4,T4_ARTEFACT_OFF_TOME_CRYSTAL,1,,0,100,429
T5_OFF_TOME_CRYSTAL,T5_CLOTH,4,T5_LEATHER,4,T5_ARTEFACT_OFF_TOME_CRYSTAL,1,,0,200,750
T6_OFF_TOME_CRYSTAL,T6_CLOTH,4,T6_LEATHER,4,T6_ARTEFACT_OFF_TOME_CRYSTAL,1,,0,400,1313
T7_OFF_TOME_CRYSTAL,T7_CLOTH,4,T7_LEATHER,4,T7_ARTEFACT_OFF_TOME_CRYSTAL,1,,0,800,2298
T8_OFF_TOME_CRYSTAL,T8_CLOTH,4,T8_LEATHER,4,T8_ARTEFACT_OFF_TOME_CRYSTAL,1,,0,1600,4021
T4_OFF_TORCH,T4_PLANKS,4,T4_CLOTH,4,,0,,0,100,429
T5_OFF_TORCH,T5_PLANKS,4,T5_CLOTH,4,,0,,0,200,750
T6_OFF_TORCH,T6_PLANKS,4,T6_CLOTH,4,,0,,0,400,1313
T7_OFF_TORCH,T7_PLANKS,4,T7_CLOTH,4,,0,,0,800,2298
T8_OFF_TORCH,T8_PLANKS,4,T8_CLOTH,4,,0,,0,1600,4021
T4_OFF_HORN_KEEPER,T4_PLANKS,4,T4_CLOTH,4,T4_ARTEFACT_TOKEN_FAVOR_1,1,,0,100,429
T5_OFF_HORN_KEEPER,T5_PLANKS,4,T5_CLOTH,4,T5_ARTEFACT_TOKEN_FAVOR_1,1,,0,200,750
T6_OFF_HORN_KEEPER,T6_PLANKS,4,T6_CLOTH,4,T6_ARTEFACT_TOKEN_FAVOR_1,1,,0,400,1313
T7_OFF_HORN_KEEPER,T7_PLANKS,4,T7_CLOTH,4,T7_ARTEFACT_TOKEN_FAVOR_1,1,,0,800,2298
T8_OFF_HORN_KEEPER,T8_PLANKS,4,T8_CLOTH,4,T8_ARTEFACT_TOKEN_FAVOR_1,1,,0,1600,4021
T4_OFF_TALISMAN_AVALON,T4_PLANKS,4,T4_CLOTH,4,T4_ARTEFACT_TOKEN_FAVOR_4,1,,0,100,429
T5_OFF_TALISMAN_AVALON,T5_PLANKS,4,T5_CLOTH,4,T5_ARTEFACT_TOKEN_FAVOR_4,1,,0,200,750
T6_OFF_TALISMAN_AVALON,T6_PLANKS,4,T6_CLOTH,4,T6_ARTEFACT_TOKEN_FAVOR_4,1,,0,400,1313
T7_OFF_TALISMAN_AVALON,T7_PLANKS,4,T7_CLOTH,4,T7_ARTEFACT_TOKEN_FAVOR_4,1,,0,800,2298
T8_OFF_TALISMAN_AVALON,T8_PLANKS,4,T8_CLOTH,4,T8_ARTEFACT_TOKEN_FAVOR_4,1,,0,1600,4021
T4_OFF_LAMP_UNDEAD,T4_PLANKS,4,T4_CLOTH,4,T4_ARTEFACT_TOKEN_FAVOR_3,1,,0,100,429
T5_OFF_LAMP_UNDEAD,T5_PLANKS,4,T5_CLOTH,4,T5_ARTEFACT_TOKEN_FAVOR_3,1,,0,200,750
T6_OFF_LAMP_UNDEAD,T6_PLANKS,4,T6_CLOTH,4,T6_ARTEFACT_TOKEN_FAVOR_3,1,,0,400,1313
T7_OFF_LAMP_UNDEAD,T7_PLANKS,4,T7_CLOTH,4,T7_ARTEFACT_TOKEN_FAVOR_3,1,,0,800,2298
T8_OFF_LAMP_UNDEAD,T8_PLANKS,4,T8_CLOTH,4,T8_ARTEFACT_TOKEN_FAVOR_3,1,,0,1600,4021
T4_OFF_JESTERCANE_HELL,T4_PLANKS,4,T4_CLOTH,4,T4_ARTEFACT_TOKEN_FAVOR_2,1,,0,100,429
T5_OFF_JESTERCANE_HELL,T5_PLANKS,4,T5_CLOTH,4,T5_ARTEFACT_TOKEN_FAVOR_2,1,,0,200,750
T6_OFF_JESTERCANE_HELL,T6_PLANKS,4,T6_CLOTH,4,T6_ARTEFACT_TOKEN_FAVOR_2,1,,0,400,1313
T7_OFF_JESTERCANE_HELL,T7_PLANKS,4,T7_CLOTH,4,T7_ARTEFACT_TOKEN_FAVOR_2,1,,0,800,2298
T8_OFF_JESTERCANE_HELL,T8_PLANKS,4,T8_CLOTH,4,T8_ARTEFACT_TOKEN_FAVOR_2,1,,0,1600,4021
T4_OFF_TORCH_CRYSTAL,T4_PLANKS,4,T4_CLOTH,4,T4_ARTEFACT_OFF_TORCH_CRYSTAL,1,,0,100,429
T5_OFF_TORCH_CRYSTAL,T5_PLANKS,4,T5_CLOTH,4,T5_ARTEFACT_OFF_TORCH_CRYSTAL,1,,0,200,750
T6_OFF_TORCH_CRYSTAL,T6_PLANKS,4,T6_CLOTH,4,T6_ARTEFACT_OFF_TORCH_CRYSTAL,1,,0,400,1313
T7_OFF_TORCH_CRYSTAL,T7_PLANKS,4,T7_CLOTH,4,T7_ARTEFACT_OFF_TORCH_CRYSTAL,1,,0,800,2298
T8_OFF_TORCH_CRYSTAL,T8_PLANKS,4,T8_CLOTH,4,T8_ARTEFACT_OFF_TORCH_CRYSTAL,1,,0,1600,4021
T4_2H_TOOL_PICK,T4_PLANKS,6,T4_METALBAR,2,,0,,0,100,429
T5_2H_TOOL_PICK,T5_PLANKS,6,T5_METALBAR,2,,0,,0,200,750
T6_2H_TOOL_PICK,T6_PLANKS,6,T6_METALBAR,2,,0,,0,400,1313
T7_2H_TOOL_PICK,T7_PLANKS,6,T7_METALBAR,2,,0,,0,800,2298
T8_2H_TOOL_PICK,T8_PLANKS,6,T8_METALBAR,2,,0,,0,1600,4021
T4_2H_TOOL_PICK_AVALON,T4_PLANKS,6,T4_METALBAR,2,QUESTITEM_TOKEN_AVALON,20,,0,100,429
T5_2H_TOOL_PICK_AVALON,T5_PLANKS,6,T5_METALBAR,2,QUESTITEM_TOKEN_AVALON,90,,0,200,750
T6_2H_TOOL_PICK_AVALON,T6_PLANKS,6,T6_METALBAR,2,QUESTITEM_TOKEN_AVALON,160,,0,400,1313
T7_2H_TOOL_PICK_AVALON,T7_PLANKS,6,T7_METALBAR,2,QUESTITEM_TOKEN_AVALON,230,,0,800,2298
T8_2H_TOOL_PICK_AVALON,T8_PLANKS,6,T8_METALBAR,2,QUESTITEM_TOKEN_AVALON,300,,0,1600,4021
T4_2H_TOOL_HAMMER,T4_PLANKS,6,T4_METALBAR,2,,0,,0,100,429
T5_2H_TOOL_HAMMER,T5_PLANKS,6,T5_METALBAR,2,,0,,0,200,750
T6_2H_TOOL_HAMMER,T6_PLANKS,6,T6_METALBAR,2,,0,,0,400,1313
T7_2H_TOOL_HAMMER,T7_PLANKS,6,T7_METALBAR,2,,0,,0,800,2298
T8_2H_TOOL_HAMMER,T8_PLANKS,6,T8_METALBAR,2,,0,,0,1600,4021
T4_2H_TOOL_HAMMER_AVALON,T4_PLANKS,6,T4_METALBAR,2,QUESTITEM_TOKEN_AVALON,20,,0,100,429
T5_2H_TOOL_HAMMER_AVALON,T5_PLANKS,6,T5_METALBAR,2,QUESTITEM_TOKEN_AVALON,90,,0,200,750
T6_2H_TOOL_HAMMER_AVALON,T6_PLANKS,6,T6_METALBAR,2,QUESTITEM_TOKEN_AVALON,160,,0,400,1313
T7_2H_TOOL_HAMMER_AVALON,T7_PLANKS,6,T7_METALBAR,2,QUESTITEM_TOKEN_AVALON,230,,0,800,2298
T8_2H_TOOL_HAMMER_AVALON,T8_PLANKS,6,T8_METALBAR,2,QUESTITEM_TOKEN_AVALON,300,,0,1600,4021
T4_2H_TOOL_AXE,T4_PLANKS,6,T4_METALBAR,2,,0,,0,100,429
T5_2H_TOOL_AXE,T5_PLANKS,6,T5_METALBAR,2,,0,,0,200,750
T6_2H_TOOL_AXE,T6_PLANKS,6,T6_METALBAR,2,,0,,0,400,1313
T7_2H_TOOL_AXE,T7_PLANKS,6,T7_METALBAR,2,,0,,0,800,2298
T8_2H_TOOL_AXE,T8_PLANKS,6,T8_METALBAR,2,,0,,0,1600,4021
T4_2H_TOOL_AXE_AVALON,T4_PLANKS,6,T4_METALBAR,2,QUESTITEM_TOKEN_AVALON,20,,0,100,429
T5_2H_TOOL_AXE_AVALON,T5_PLANKS,6,T5_METALBAR,2,QUESTITEM_TOKEN_AVALON,90,,0,200,750
T6_2H_TOOL_AXE_AVALON,T6_PLANKS,6,T6_METALBAR,2,QUESTITEM_TOKEN_AVALON,160,,0,400,1313
T7_2H_TOOL_AXE_AVALON,T7_PLANKS,6,T7_METALBAR,2,QUESTITEM_TOKEN_AVALON,230,,0,800,2298
T8_2H_TOOL_AXE_AVALON,T8_PLANKS,6,T8_METALBAR,2,QUESTITEM_TOKEN_AVALON,300,,0,1600,4021
T4_2H_TOOL_SICKLE,T4_PLANKS,6,T4_METALBAR,2,,0,,0,100,429
T5_2H_TOOL_SICKLE,T5_PLANKS,6,T5_METALBAR,2,,0,,0,200,750
T6_2H_TOOL_SICKLE,T6_PLANKS,6,T6_METALBAR,2,,0,,0,400,1313
T7_2H_TOOL_SICKLE,T7_PLANKS,6,T7_METALBAR,2,,0,,0,800,2298
T8_2H_TOOL_SICKLE,T8_PLANKS,6,T8_METALBAR,2,,0,,0,1600,4021
T4_2H_TOOL_SICKLE_AVALON,T4_PLANKS,6,T4_METALBAR,2,QUESTITEM_TOKEN_AVALON,20,,0,100,429
T5_2H_TOOL_SICKLE_AVALON,T5_PLANKS,6,T5_METALBAR,2,QUESTITEM_TOKEN_AVALON,90,,0,200,750
T6_2H_TOOL_SICKLE_AVALON,T6_PLANKS,6,T6_METALBAR,2,QUESTITEM_TOKEN_AVALON,160,,0,400,1313
T7_2H_TOOL_SICKLE_AVALON,T7_PLANKS,6,T7_METALBAR,2,QUESTITEM_TOKEN_AVALON,230,,0,800,2298
T8_2H_TOOL_SICKLE_AVALON,T8_PLANKS,6,T8_METALBAR,2,QUESTITEM_TOKEN_AVALON,300,,0,1600,4021
T4_2H_TOOL_KNIFE,T4_PLANKS,6,T4_METALBAR,2,,0,,0,100,429
T5_2H_TOOL_KNIFE,T5_PLANKS,6,T5_METALBAR,2,,0,,0,200,750
T6_2H_TOOL_KNIFE,T6_PLANKS,6,T6_METALBAR,2,,0,,0,400,1313
T7_2H_TOOL_KNIFE,T7_PLANKS,6,T7_METALBAR,2,,0,,0,800,2298
T8_2H_TOOL_KNIFE,T8_PLANKS,6,T8_METALBAR,2,,0,,0,1600,4021
T4_2H_TOOL_KNIFE_AVALON,T4_PLANKS,6,T4_METALBAR,2,QUESTITEM_TOKEN_AVALON,20,,0,100,429
T5_2H_TOOL_KNIFE_AVALON,T5_PLANKS,6,T5_METALBAR,2,QUESTITEM_TOKEN_AVALON,90,,0,200,750
T6_2H_TOOL_KNIFE_AVALON,T6_PLANKS,6,T6_METALBAR,2,QUESTITEM_TOKEN_AVALON,160,,0,400,1313
T7_2H_TOOL_KNIFE_AVALON,T7_PLANKS,6,T7_METALBAR,2,QUESTITEM_TOKEN_AVALON,230,,0,800,2298
T8_2H_TOOL_KNIFE_AVALON,T8_PLANKS,6,T8_METALBAR,2,QUESTITEM_TOKEN_AVALON,300,,0,1600,4021
T4_2H_TOOL_SIEGEHAMMER,T4_PLANKS,8,T4_STONEBLOCK,8,,0,,0,100,858
T5_2H_TOOL_SIEGEHAMMER,T5_PLANKS,8,T5_STONEBLOCK,8,,0,,0,200,1501
T6_2H_TOOL_SIEGEHAMMER,T6_PLANKS,8,T6_STONEBLOCK,8,,0,,0,400,2626
T7_2H_TOOL_SIEGEHAMMER,T7_PLANKS,8,T7_STONEBLOCK,8,,0,,0,800,4596
T8_2H_TOOL_SIEGEHAMMER,T8_PLANKS,8,T8_STONEBLOCK,8,,0,,0,1600,8042
T4_2H_TOOL_SIEGEHAMMER_AVALON,T4_PLANKS,8,T4_STONEBLOCK,8,QUESTITEM_TOKEN_AVALON,20,,0,100,858
T5_2H_TOOL_SIEGEHAMMER_AVALON,T5_PLANKS,8,T5_STONEBLOCK,8,QUESTITEM_TOKEN_AVALON,90,,0,200,1501
T6_2H_TOOL_SIEGEHAMMER_AVALON,T6_PLANKS,8,T6_STONEBLOCK,8,QUESTITEM_TOKEN_AVALON,160,,0,400,2626
T7_2H_TOOL_SIEGEHAMMER_AVALON,T7_PLANKS,8,T7_STONEBLOCK,8,QUESTITEM_TOKEN_AVALON,230,,0,800,4596
T8_2H_TOOL_SIEGEHAMMER_AVALON,T8_PLANKS,8,T8_STONEBLOCK,8,QUESTITEM_TOKEN_AVALON,300,,0,1600,8042
T4_2H_TOOL_FISHINGROD,T4_PLANKS,6,T4_CLOTH,2,,0,,0,100,429
T5_2H_TOOL_FISHINGROD,T5_PLANKS,6,T5_CLOTH,2,,0,,0,200,750
T6_2H_TOOL_FISHINGROD,T6_PLANKS,6,T6_CLOTH,2,,0,,0,400,1313
T7_2H_TOOL_FISHINGROD,T7_PLANKS,6,T7_CLOTH,2,,0,,0,800,2298
T8_2H_TOOL_FISHINGROD,T8_PLANKS,6,T8_CLOTH,2,,0,,0,1600,4021
T4_2H_TOOL_FISHINGROD_AVALON,T4_PLANKS,6,T4_CLOTH,2,QUESTITEM_TOKEN_AVALON,20,,0,100,429
T5_2H_TOOL_FISHINGROD_AVALON,T5_PLANKS,6,T5_CLOTH,2,QUESTITEM_TOKEN_AVALON,90,,0,200,750
T6_2H_TOOL_FISHINGROD_AVALON,T6_PLANKS,6,T6_CLOTH,2,QUESTITEM_TOKEN_AVALON,160,,0,400,1313
T7_2H_TOOL_FISHINGROD_AVALON,T7_PLANKS,6,T7_CLOTH,2,QUESTITEM_TOKEN_AVALON,230,,0,800,2298
T8_2H_TOOL_FISHINGROD_AVALON,T8_PLANKS,6,T8_CLOTH,2,QUESTITEM_TOKEN_AVALON,300,,0,1600,4021
T4_HEAD_PLATE_SET1,T4_METALBAR,8,,0,,0,,0,100,429
T5_HEAD_PLATE_SET1,T5_METALBAR,8,,0,,0,,0,200,750
T6_HEAD_PLATE_SET1,T6_METALBAR,8,,0,,0,,0,400,1313
T7_HEAD_PLATE_SET1,T7_METALBAR,8,,0,,0,,0,800,2298
T8_HEAD_PLATE_SET1,T8_METALBAR,8,,0,,0,,0,1600,4021
T4_ARMOR_PLATE_SET1,T4_METALBAR,16,,0,,0,,0,100,858
T5_ARMOR_PLATE_SET1,T5_METALBAR,16,,0,,0,,0,200,1501
T6_ARMOR_PLATE_SET1,T6_METALBAR,16,,0,,0,,0,400,2626
T7_ARMOR_PLATE_SET1,T7_METALBAR,16,,0,,0,,0,800,4596
T8_ARMOR_PLATE_SET1,T8_METALBAR,16,,0,,0,,0,1600,8042
T4_SHOES_PLATE_SET1,T4_METALBAR,8,,0,,0,,0,100,429
T5_SHOES_PLATE_SET1,T5_METALBAR,8,,0,,0,,0,200,750
T6_SHOES_PLATE_SET1,T6_METALBAR,8,,0,,0,,0,400,1313
T7_SHOES_PLATE_SET1,T7_METALBAR,8,,0,,0,,0,800,2298
T8_SHOES_PLATE_SET1,T8_METALBAR,8,,0,,0,,0,1600,4021
T4_HEAD_PLATE_SET2,T4_METALBAR,8,,0,,0,,0,100,429
T5_HEAD_PLATE_SET2,T5_METALBAR,8,,0,,0,,0,200,750
T6_HEAD_PLATE_SET2,T6_METALBAR,8,,0,,0,,0,400,1313
T7_HEAD_PLATE_SET2,T7_METALBAR,8,,0,,0,,0,800,2298
T8_HEAD_PLATE_SET2,T8_METALBAR,8,,0,,0,,0,1600,4021
T4_ARMOR_PLATE_SET2,T4_METALBAR,16,,0,,0,,0,100,858
T5_ARMOR_PLATE_SET2,T5_METALBAR,16,,0,,0,,0,200,1501
T6_ARMOR_PLATE_SET2,T6_METALBAR,16,,0,,0,,0,400,2626
T7_ARMOR_PLATE_SET2,T7_METALBAR,16,,0,,0,,0,800,4596
T8_ARMOR_PLATE_SET2,T8_METALBAR,16,,0,,0,,0,1600,8042
T4_SHOES_PLATE_SET2,T4_METALBAR,8,,0,,0,,0,100,429
T5_SHOES_PLATE_SET2,T5_METALBAR,8,,0,,0,,0,200,750
T6_SHOES_PLATE_SET2,T6_METALBAR,8,,0,,0,,0,400,1313
T7_SHOES_PLATE_SET2,T7_METALBAR,8,,0,,0,,0,800,2298
T8_SHOES_PLATE_SET2,T8_METALBAR,8,,0,,0,,0,1600,4021
T4_HEAD_PLATE_SET3,T4_METALBAR,8,,0,,0,,0,100,429
T5_HEAD_PLATE_SET3,T5_METALBAR,8,,0,,0,,0,200,750
T6_HEAD_PLATE_SET3,T6_METALBAR,8,,0,,0,,0,400,1313
T7_HEAD_PLATE_SET3,T7_METALBAR,8,,0,,0,,0,800,2298
T8_HEAD_PLATE_SET3,T8_METALBAR,8,,0,,0,,0,1600,4021
T4_ARMOR_PLATE_SET3,T4_METALBAR,16,,0,,0,,0,100,858
T5_ARMOR_PLATE_SET3,T5_METALBAR,16,,0,,0,,0,200,1501
T6_ARMOR_PLATE_SET3,T6_METALBAR,16,,0,,0,,0,400,2626
T7_ARMOR_PLATE_SET3,T7_METALBAR,16,,0,,0,,0,800,4596
T8_ARMOR_PLATE_SET3,T8_METALBAR,16,,0,,0,,0,1600,8042
T4_SHOES_PLATE_SET3,T4_METALBAR,8,,0,,0,,0,100,429
T5_SHOES_PLATE_SET3,T5_METALBAR,8,,0,,0,,0,200,750
T6_SHOES_PLATE_SET3,T6_METALBAR,8,,0,,0,,0,400,1313
T7_SHOES_PLATE_SET3,T7_METALBAR,8,,0,,0,,0,800,2298
T8_SHOES_PLATE_SET3,T8_METALBAR,8,,0,,0,,0,1600,4021
T4_HEAD_PLATE_UNDEAD,T4_METALBAR,8,T4_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,100,429
T5_HEAD_PLATE_UNDEAD,T5_METALBAR,8,T5_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,200,750
T6_HEAD_PLATE_UNDEAD,T6_METALBAR,8,T6_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,400,1313
T7_HEAD_PLATE_UNDEAD,T7_METALBAR,8,T7_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,800,2298
T8_HEAD_PLATE_UNDEAD,T8_METALBAR,8,T8_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,1600,4021
T4_ARMOR_PLATE_UNDEAD,T4_METALBAR,16,T4_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,100,858
T5_ARMOR_PLATE_UNDEAD,T5_METALBAR,16,T5_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,200,1501
T6_ARMOR_PLATE_UNDEAD,T6_METALBAR,16,T6_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,400,2626
T7_ARMOR_PLATE_UNDEAD,T7_METALBAR,16,T7_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,800,4596
T8_ARMOR_PLATE_UNDEAD,T8_METALBAR,16,T8_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,1600,8042
T4_SHOES_PLATE_UNDEAD,T4_METALBAR,8,T4_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,100,429
T5_SHOES_PLATE_UNDEAD,T5_METALBAR,8,T5_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,200,750
T6_SHOES_PLATE_UNDEAD,T6_METALBAR,8,T6_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,400,1313
